device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,deprecation (percentage loss in value)
Others,Android,12.83,yes,no,13,13,32,4,3000,143.6,2018,492,4.829273277,5.395897695,10.50102226
Others,Android,12.7,yes,no,8,8,16,4,2500,145,2017,683,4.050044303,5.00428182,19.06842083
Others,Android,12.83,yes,no,13,13,64,4,3000,167.5,2017,825,5.181839728,6.039015849,14.19397038
Others,Android,12.83,yes,no,16,8,64,4,3000,144,2016,601,4.863758098,6.105997864,20.34458239
Others,Android,15.24,yes,no,13,5,64,4,5020,209.8,2016,636,4.617395156,6.039015849,23.54060212
Others,Android,12.83,yes,no,13,5,32,4,3150,147.6,2016,1046,4.534425781,5.704948461,20.51767317
Others,Android,12.7,yes,no,13,5,16,4,2350,128,2015,725,4.628984364,5.297967305,12.6271625
Others,Android,12.7,yes,no,13,5,16,4,2350,128,2015,636,4.323205074,5.185428584,16.62781573
Others,Android,12.7,yes,no,8,5,16,4,2400,137,2015,1048,4.072439727,5.084319367,19.90196852
Others,Android,12.83,yes,no,13,5,16,4,3150,155.3,2015,879,4.649952329,5.704915166,18.49217396
Others,Android,12.83,yes,no,13,5,16,4,3150,155.3,2015,816,4.277915338,5.525492779,22.57857337
Others,Android,10.34,yes,no,8,5,16,4,2000,143,2015,1044,3.860519163,5.302259586,27.19105694
Others,Android,12.7,no,no,5,2,16,4,2000,153,2015,580,3.663561646,4.781976562,23.38813044
Others,Android,12.7,no,no,8,5,16,4,4000,200,2016,1050,4.052654135,5.124261554,20.91242626
Others,Android,10.29,yes,no,5,0.3,32,4,1700,118.5,2016,650,3.529004086,4.860432367,27.39320662
Others,Android,12.7,yes,no,8,5,32,4,3140,154,2015,974,3.983971505,4.617395156,13.71820322
Others,Android,12.83,yes,no,13,5,16,4,6000,212,2015,1042,4.720550337,5.700276335,17.18734216
Others,Android,10.29,yes,no,5,2,16,4,4000,156.5,2015,672,3.716737782,4.947482479,24.87618101
Others,Android,12.7,yes,no,13,5,16,4,2100,130,2015,805,4.308110952,5.478094021,21.35748427
Others,Android,10.29,yes,no,8,2,32,4,1850,135.5,2015,664,4.266756065,4.944424264,13.70570491
Others,Android,15.24,yes,no,24,8,64,4,3500,204.4,2015,924,5.053439323,6.19068419,18.37026138
Others,Android,10.16,no,no,3.15,0.3,16,4,1400,118.5,2014,758,3.564449376,4.396545721,18.92613879
Others,Android,10.29,yes,no,5,0.3,32,4,1800,150,2014,945,3.664074335,4.941356667,25.84881882
Others,Android,10.16,no,no,3.15,0.3,16,4,1350,119.8,2014,1047,3.268808194,4.509649984,27.51525716
Others,Android,12.7,no,no,8,2,32,4,1920,149.7,2014,614,3.809103951,5.438905055,29.9656105
Others,Android,12.83,no,no,8,2,32,4,2400,146.4,2014,689,3.957760897,5.441551535,27.26778619
Others,Android,10.34,no,no,16,4,16,4,2200,139.2,2014,786,4.326249619,5.703449086,24.14678287
Others,Android,10.36,no,no,8,5,16,4,2050,97,2014,957,3.852485293,5.441291535,29.19906481
Others,Windows,10.16,no,no,5,0.3,16,4,1420,110,2014,706,3.276389731,4.482889551,26.91344068
Others,Windows,12.7,no,no,8,2,32,4,2000,156.2,2014,643,3.89324785,5.12942523,24.09972511
Others,Windows,10.34,no,no,8,2,32,4,1750,98.9,2014,1085,3.971988587,5.079725939,21.80702985
Others,Android,10.16,no,no,5,0.3,16,4,1500,118.7,2014,635,3.462292481,4.867226711,28.86518984
Others,Android,12.7,no,no,13,5,16,4,2300,129,2014,965,4.421728002,5.828268918,24.13308198
Others,Android,10.34,no,no,13,2,16,4,2100,143.1,2014,739,4.414009681,5.669260041,22.14134386
Others,Android,12.83,no,no,16,8,32,4,2500,150.5,2014,609,5.009301071,6.153795959,18.59819363
Others,Android,12.7,no,no,13,5,16,4,2500,143.5,2014,563,4.045504397,5.734667258,29.45528982
Others,Android,17.78,no,no,0.3,0.3,32,4,3000,402,2013,646,4.378144107,4.505460342,2.825820789
Others,Android,23.04,no,no,2,0.3,32,4,8000,645.4,2013,579,4.829992328,5.06940722,4.722739398
Others,Android,17.78,no,no,0.3,0.3,32,4,3000,282,2013,571,3.880738715,4.242620879,8.529684229
Others,Android,20.32,no,no,2,0.3,32,4,4400,472.4,2013,833,4.629472479,4.795625243,3.464673647
Others,Android,17.78,no,no,0.3,0.3,32,4,3000,289,2013,578,4.197953545,4.395312979,4.490224813
Others,Android,18.01,no,no,5,2,32,4,4000,374,2013,724,4.292375413,5.241217775,18.10347142
Others,Android,18.01,no,no,5,0.3,32,4,4000,357,2013,960,4.324662317,5.016219672,13.78642484
Others,Others,5.18,no,no,0.08,2,16,4,1000,80,2014,1008,2.630448955,2.942331497,10.59984377
Others,Android,11.81,no,no,8,1,16,4,2100,131.9,2014,556,4.338988645,5.396940235,19.60280351
Others,Android,10.24,no,no,5,0.3,16,4,1700,153.7,2014,1048,3.568969157,4.852811209,26.45563565
Others,Android,11.76,no,no,5,0.3,16,4,1700,147.7,2013,661,3.655064106,5.0681492,27.88167906
Others,Android,10.29,no,no,8,2,16,4,3000,147.7,2013,783,4.137563681,5.596531284,26.06914049
Others,Android,12.7,no,no,13,5,32,4,2000,129.4,2013,998,4.589447226,5.885631698,22.02286073
Others,Android,7.75,no,no,2,0.3,16,4,1200,110.6,2013,695,3.360028105,4.399620943,23.62914559
Others,Android,10.16,no,no,3.15,0.3,16,4,1700,137.7,2013,1091,3.510350696,4.614129927,23.92171977
Others,Android,10.29,no,no,5,0.3,16,4,1800,142,2013,1085,3.743841012,4.800572482,22.01261358
Others,Android,10.34,no,no,8,2,32,4,1800,143,2014,617,4.34549231,5.304349139,18.0768046
Others,Android,10.34,no,no,8,2,16,4,1800,124.9,2013,601,3.606584211,5.436861176,33.66422106
Others,Android,12.78,no,no,8,1,16,4,3000,176.9,2013,1088,4.033000932,5.436904706,25.82174693
Others,Others,5.28,no,no,2,0.3,16,4,1280,113.6,2013,1046,2.915606229,3.047850228,4.338927083
Others,Android,7.75,no,no,2,0.3,512,0.25,1500,122.7,2013,977,3.314549575,4.249066507,21.99346446
Others,Android,10.29,no,no,8,1,16,4,2100,140.7,2013,822,4.035478809,5.134856817,21.41010056
Others,Android,25.43,no,no,2,0.3,32,4,3830,500,2017,878,4.672641901,5.127884854,8.877792032
Others,Android,20.32,no,no,2,0.3,16,4,3210,369,2017,790,4.154655409,4.699479865,11.5932927
Others,Android,17.78,no,no,2,0.3,32,4,2980,295,2017,552,4.082777926,4.207822046,2.97170647
Others,Android,17.78,no,no,2,0.3,32,4,2980,313,2015,821,2.888147063,3.925728652,26.4302931
Others,Android,17.78,no,no,2,0.3,32,4,2100,337,2014,925,4.157319361,4.784737955,13.11291444
Others,Android,15.24,no,no,2,0.3,32,4,2100,290,2014,1032,3.998751009,4.514698283,11.42816732
Others,Others,10.34,yes,no,13,2.1,32,4,2400,160,2014,988,4.216857137,5.068589687,16.80413296
Others,Android,17.78,yes,no,1.3,0.3,16,4,2000,303,2013,1016,3.925728652,5.137679021,23.58945283
Others,Android,17.78,no,no,5,0.3,32,4,2000,345,2013,836,4.261693475,4.585987367,7.071408315
Apple,iOS,25.53,yes,no,8,7,64,4,3969,456,2019,496,4.937060513,6.310081901,21.75916905
Apple,iOS,18.01,yes,no,8,7,64,4,5124,300.5,2019,250,4.794632851,6.110158279,21.53013667
Apple,iOS,30.71,yes,no,12,7,1024,4,9720,631,2018,543,5.808022363,7.003846972,17.07382548
Apple,iOS,27.94,yes,no,12,7,1024,4,7812,468,2018,525,6.158968531,6.778898657,9.144997696
Apple,iOS,15.37,yes,no,12,7,64,4,3174,208,2018,583,5.57059388,7.131154798,21.88370555
Apple,iOS,12.9,yes,no,12,7,64,4,2658,177,2018,641,5.583458714,7.047795444,20.77723086
Apple,iOS,15.27,yes,no,12,7,64,4,2942,194,2018,673,5.492649836,6.74521282,18.56965847
Apple,iOS,23.04,yes,no,8,1.2,32,4,5493,469,2018,673,4.923478452,5.859075359,15.96833715
Apple,iOS,12.9,yes,no,12,7,64,4,2716,174,2017,629,4.522114611,6.906754779,34.52620289
Apple,iOS,12.83,yes,no,12,7,64,4,2691,202,2017,815,5.175414999,6.644830858,22.11366836
Apple,iOS,10.34,yes,no,12,7,64,4,1821,148,2017,604,5.120684799,6.554659636,21.87718229
Apple,iOS,30.71,yes,no,12,7,64,4,2256,677,2017,541,5.759185645,6.803094518,15.3446181
Apple,iOS,25.53,yes,no,12,7,64,4,8134,469,2017,629,5.2907891,6.594071404,19.76445544
Apple,iOS,23.04,yes,no,8,1.2,32,4,8827,469,2017,578,4.669458676,5.966505649,21.73880407
Apple,iOS,12.83,yes,no,12,7,32,4,2900,188,2016,833,4.750568389,6.534979989,27.30554038
Apple,iOS,10.34,yes,no,12,7,32,4,1960,138,2016,1026,4.68111219,6.309081565,25.80358739
Apple,iOS,23.04,yes,no,12,5,32,4,7306,437,2016,704,5.37347122,6.535546014,17.78083716
Apple,iOS,10.16,yes,no,12,1.2,16,4,1624,113,2016,894,4.437461342,5.707840895,22.2567443
Apple,iOS,12.83,yes,no,12,5,16,4,2750,192,2015,667,4.633077139,6.152605027,24.69730921
Apple,iOS,10.34,yes,no,12,5,16,4,1715,143,2015,778,5.170370352,6.217503902,16.84170314
Apple,iOS,30.71,yes,no,8,1.2,32,4,3937,713,2015,572,5.558872303,6.744671484,17.5812741
Apple,iOS,18.01,yes,no,8,1.2,16,4,5124,299,2015,547,4.463145686,5.886187361,24.17594935
Apple,iOS,23.04,yes,no,8,1.2,16,4,7340,437,2014,914,4.591983624,6.086706543,24.55717075
Apple,iOS,18.01,yes,no,5,1.2,16,4,6470,331,2014,719,4.37298589,5.991739509,27.0164218
Apple,iOS,12.83,yes,no,8,1.2,16,4,2915,172,2014,1082,4.25177557,6.040944949,29.61737599
Apple,iOS,10.34,yes,no,8,1.2,16,4,1810,129,2014,877,3.93064847,5.890262042,33.26869939
Apple,iOS,23.04,yes,no,5,1.2,16,4,8600,469,2013,995,4.628398312,5.857075644,20.97765859
Apple,iOS,18.01,yes,no,5,1.2,16,4,6470,331,2013,945,4.42208834,5.601417468,21.05411951
Apple,iOS,10.16,yes,no,8,1.2,16,4,1560,112,2013,1070,3.879706404,5.800031607,33.1088748
Apple,iOS,10.16,yes,no,8,1.2,32,4,1510,132,2013,712,4.666359354,5.703148941,18.17924795
Others,Android,16.23,yes,no,8,16,128,4,3400,166,2019,399,4.573576314,5.696824994,19.71709998
Others,Android,17.4,yes,no,8,5,32,4,5000,214,2019,317,4.411828126,5.016948656,12.06152527
Others,Android,15.9,yes,no,8,5,64,4,3000,162,2019,257,4.289637185,4.863680881,11.80265955
Others,Android,14.5,yes,no,8,5,32,4,2800,150,2019,499,4.332573751,4.605370166,5.92344166
Others,Android,12.7,yes,no,8,2,16,4,4000,210,2018,516,3.976686519,5.002132582,20.5001776
Others,Android,14.55,yes,no,13,5,128,4,3100,170,2017,635,4.687303016,5.704715373,17.83458579
Others,Android,12.75,yes,no,13,16,128,4,3000,155,2017,783,5.257599533,5.991739509,12.25253493
Others,Android,25.43,yes,no,13,5,64,4,6600,510,2017,727,5.225854195,5.70388247,8.38075254
Others,Android,12.75,yes,no,13,16,64,4,2950,155,2017,769,5.050881123,5.857561657,13.77160978
Others,Android,12.75,yes,no,8,5,16,4,3000,130,2017,665,4.11038194,5.525652122,25.6127268
Others,Android,12.83,yes,no,13,5,32,4,3000,167.5,2017,604,4.244056835,5.303155643,19.97110549
Others,Android,12.7,yes,no,8,3,32,4,3500,223,2017,669,4.42604352,5.140083361,13.89160041
Others,Android,12.83,yes,no,13,5,16,4,3000,167.5,2017,624,4.616209033,5.21123326,11.41810772
Others,Android,12.7,yes,no,13,5,16,4,2400,160,2017,773,4.322409318,4.862908382,11.1147285
Others,Android,12.83,yes,no,20.7,8,64,4,2950,193,2016,608,4.824225391,5.519939761,12.60365874
Others,Android,12.7,yes,no,13,5,32,4,2100,154,2015,594,4.231784971,4.934401988,14.23915236
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,565,4.306494572,5.013564334,14.10313531
Others,Android,12.7,yes,no,16,8,16,4,2700,142,2014,1007,4.322939892,5.294861402,18.35593864
Others,Windows,10.16,no,no,5,2,16,4,1700,150,2014,951,3.658162481,4.347693956,15.8597059
Others,Android,20.32,yes,no,5,2,32,4,3500,150,2014,872,4.333623895,5.63045881,23.03249093
Others,Android,15.34,no,no,8,2,16,4,2800,232,2014,714,4.424487286,5.480930547,19.27488867
Others,Android,12.7,no,no,8,2,32,4,2000,140,2014,551,4.029094677,5.484838426,26.54123305
Others,Android,10.16,no,no,5,0.3,16,4,1400,115,2014,676,3.336125385,4.774406503,30.12481482
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,985,4.476086033,5.632608655,20.53262871
Others,Android,10.29,yes,no,5,0.3,16,4,1850,140,2014,691,3.824065727,5.437470428,29.67197196
Asus,Android,15.9,yes,no,,8,32,4,4000,165,2019,524,4.727918651,5.701346176,17.07364357
Asus,Android,15.9,yes,no,,8,64,4,4000,165,2019,397,4.462799845,5.738280515,22.22757613
Asus,Android,13.84,yes,no,13,8,32,4,4000,150,2018,575,4.383151002,4.787491743,8.44577417
Asus,Android,13.84,yes,no,13,5,16,4,3000,140,2018,370,4.203497876,4.386018656,4.161422792
Asus,Android,15.24,yes,no,13,8,128,4,4000,200,2018,535,4.614724399,6.855693268,32.68770614
Asus,Android,12.83,yes,no,13,5,32,4,3000,140,2018,667,4.194642284,4.62045281,9.215774806
Asus,Android,15.21,yes,no,13,8,64,4,5000,180,2018,386,4.399129543,5.075173815,13.32061318
Asus,Android,15.29,yes,no,13,8,256,4,3300,165,2018,482,4.727299319,6.217184776,23.9639887
Asus,Android,15.29,yes,no,13,8,64,4,3300,165,2018,438,5.152597712,5.990363942,13.98523092
Asus,Android,15.24,yes,no,13,8,64,4,3300,168,2018,511,4.548599834,5.523818137,17.65478658
Asus,Android,12.83,yes,no,13,8,32,4,4000,150,2018,516,4.573576314,5.070914758,9.807667211
Asus,Android,12.88,yes,no,13,8,64,4,4130,160,2017,585,4.465103197,5.51765368,19.07605196
Asus,Android,12.83,yes,no,13,8,64,4,3600,175,2017,592,4.935049307,5.964350255,17.2575537
Asus,Android,12.83,yes,no,13,8,64,4,3300,165,2017,722,4.993828176,5.991339539,16.64922104
Asus,Android,12.83,yes,no,13,13,16,4,3000,144,2017,708,4.57460788,5.191733881,11.88670327
Asus,Android,12.83,yes,no,13,13,32,4,3000,144,2017,781,4.507336826,5.020849617,10.22760748
Asus,Android,12.83,yes,no,16,8,64,4,3000,147,2017,868,4.608464753,5.516850305,16.46565525
Asus,Android,12.83,yes,no,16,8,64,4,3000,144,2017,818,4.600559573,5.666115221,18.80575326
Asus,Android,12.75,yes,no,13,8,32,4,4100,156,2017,542,4.677490848,5.202356975,10.08900638
Asus,Android,12.83,yes,no,13,8,32,4,5000,181,2017,754,4.739089004,5.396396437,12.18048823
Asus,Android,12.83,yes,no,16,16,32,4,5000,181,2017,797,4.999911331,5.5139125,9.321895641
Asus,Android,12.83,yes,no,13,8,32,4,5000,181,2017,612,4.342895917,5.600272098,22.45205517
Asus,Android,18.01,yes,no,13,5,64,4,4680,168,2017,847,4.841901011,5.704582155,15.12260005
Asus,Android,12.83,yes,no,13,5,16,4,3000,168,2017,755,4.456902169,4.769497479,6.554051268
Asus,Android,12.7,yes,no,13,5,16,4,2650,120,2017,617,4.08311508,5.00816558,18.47084497
Asus,Android,12.75,yes,no,13,8,32,4,5000,175,2017,858,4.258587006,5.192845734,17.99126675
Asus,Android,23.04,yes,no,8,5,32,4,7800,490,2017,588,5.172584061,5.993287884,13.69371602
Asus,Android,12.88,yes,no,23,8,64,4,3300,170,2017,796,5.034807446,6.08893149,17.31213507
Asus,Android,12.83,yes,no,13,13,32,4,5000,170,2017,582,4.967379785,5.768633447,13.8898349
Asus,Android,15.47,no,no,5,2,32,4,3480,270,2016,835,4.082103276,4.796038449,14.88593514
Asus,Android,18.01,yes,no,8,2,32,4,4680,320,2016,1055,4.837709459,5.634253745,14.13752951
Asus,Android,12.7,yes,no,13,5,16,4,2600,150,2016,981,4.137882864,4.860897087,14.87409032
Asus,Android,12.83,yes,no,16,8,32,4,4100,175,2016,862,4.392348184,5.242117317,16.21041807
Asus,Android,12.83,yes,no,16,8,64,4,3000,151,2016,801,4.462453884,5.636716317,20.8323848
Asus,Android,23.04,yes,no,8,5,32,4,7800,490,2016,566,5.092522454,5.697227706,10.61402639
Asus,Android,23.04,no,no,8,5,32,4,5900,430,2016,1063,5.008900457,5.825675571,14.02026433
Asus,Android,12.75,yes,no,13,5,32,4,4130,148,2016,927,4.487062098,5.436512865,17.46433404
Asus,Android,12.83,yes,no,13,8,16,4,3000,150,2016,669,4.333755086,5.078356246,14.66224747
Asus,Android,12.75,yes,no,16,8,64,4,2600,144,2016,553,4.911477723,5.639137281,12.90373902
Asus,Android,12.75,yes,no,13,5,32,4,4100,158.4,2016,599,4.388257184,5.3378265,17.78943763
Asus,Android,15.44,yes,no,23,8,32,4,4600,233,2016,980,5.054141682,5.701078823,11.34762667
Asus,Android,12.88,yes,no,23,8,64,4,3000,170,2016,676,4.749443675,5.438296677,12.66670509
Asus,Android,12.83,yes,no,16,8,64,4,3000,155,2016,578,4.670021158,5.797272818,19.44451633
Asus,Android,12.83,yes,no,13,5,32,4,5000,202,2016,928,4.446760449,5.140844508,13.50136262
Asus,Android,10.29,yes,no,8,2,32,4,2070,135,2016,866,3.87036733,4.681297546,17.32276592
Asus,Android,10.29,no,no,5,0.3,32,4,2070,125,2016,545,3.822973189,4.503801692,15.11675135
Asus,Android,12.83,yes,no,8,5,16,4,3010,160,2016,1003,4.210645018,5.01349786,16.01382636
Asus,Android,12.7,yes,no,8,5,16,4,2500,153,2016,624,3.985273467,4.700934808,15.2238091
Asus,Android,10.29,no,no,5,0.3,32,4,1600,133.5,2015,727,3.822973189,4.264087337,10.34486663
Asus,Android,12.7,no,no,8,2,16,4,2070,140,2016,571,3.994708372,5.067456614,21.16936214
Asus,Android,12.83,yes,no,13,5,16,4,3000,170.1,2015,862,4.421367533,5.191177491,14.82919741
Asus,Android,12.83,yes,no,13,5,32,4,3000,185,2015,700,4.787658396,5.52469568,13.34077616
Asus,Android,25.43,no,no,5,2,32,4,4890,510,2015,999,4.783483721,5.080036971,5.837619917
Asus,Android,12.7,no,no,8,2,32,4,2070,135,2015,840,3.8019849,4.85624014,21.70928969
Asus,Android,12.83,yes,no,13,5,32,4,5000,202,2015,1089,4.658521361,5.134915695,9.277549278
Asus,Android,12.83,yes,no,13,5,64,4,3000,170,2015,715,4.799502655,5.857675979,18.06472956
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,997,4.457018145,5.597532675,20.37530813
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,1014,4.309590341,5.734117674,24.84300836
Asus,Android,12.83,yes,no,13,5,32,4,3000,170,2015,880,4.657762636,5.402001478,13.77709438
Asus,Android,12.7,no,no,8,5,32,4,2040,140,2015,989,4.358374106,5.299366816,17.7567008
Asus,Android,12.7,yes,no,13,5,32,4,2400,140,2015,592,4.450736133,5.354508646,16.87871984
Asus,Android,17.78,no,no,8,2,16,4,3500,272,2015,885,4.565389316,5.071604954,9.981369657
Asus,Android,12.7,yes,no,8,2,32,4,2500,155.1,2015,568,4.193435465,4.690797272,10.60292693
Asus,Android,12.83,yes,no,13,8,32,4,3030,156,2015,777,4.337421451,5.704215714,23.9611251
Asus,Android,20.32,yes,no,5,2,32,4,4000,350,2015,747,4.529476342,5.6327876,19.58730448
Asus,Android,17.78,no,no,5,0.3,32,4,3450,265,2015,934,4.135166557,4.958569772,16.60565955
Asus,Android,12.83,yes,no,13,13,16,4,3000,170,2015,794,4.831986983,5.635682062,14.26083072
Asus,Android,12.7,yes,no,8,2,16,4,2500,155,2015,953,3.777119243,5.199325417,27.35366725
Asus,Android,12.83,yes,no,13,5,16,4,3000,170,2015,685,4.547223226,5.52058053,17.63143022
Asus,Android,12.83,yes,no,13,5,16,4,3000,170,2015,749,4.75272775,5.702681869,16.65802408
Asus,Android,17.78,yes,no,5,2,32,4,3950,299,2015,970,4.703928958,5.393491173,12.785081
Asus,Android,10.29,no,no,5,0.3,32,4,2100,150,2015,547,3.678829118,4.503801692,18.31724908
Asus,Android,17.78,no,no,5,2,32,4,3950,280,2015,557,4.518195172,5.080472254,11.06741763
Asus,Android,12.83,yes,no,13,5,16,4,3000,185,2015,626,4.271932712,5.991164502,28.69612059
Asus,Android,12.7,yes,no,8,5,32,4,2500,140,2014,857,4.17699924,4.373490304,4.492774657
Asus,Android,12.7,no,no,8,0.3,1024,4,2500,160,2014,860,3.523119986,4.594412529,23.31729108
Asus,Android,25.43,no,no,5,0.3,32,4,5000,525,2014,1059,4.727387819,5.297917287,10.76893876
Asus,Android,10.29,yes,no,5,2,32,4,2060,148.8,2014,1023,4.219654753,5.078729985,16.9151586
Asus,Android,17.78,yes,no,5,2,16,4,3950,279,2014,583,4.191773708,5.482553756,23.54340888
Asus,Android,17.78,no,no,5,2,16,4,3950,269,2014,1022,4.226249633,5.480555587,22.88647445
Asus,Android,12.7,yes,no,8,2,32,4,2110,145,2014,595,4.397653891,5.344246298,17.71236493
Asus,Android,10.29,no,no,8,0.3,32,4,1750,134,2014,772,3.976123931,4.606669062,13.68765853
Asus,Android,20.32,yes,no,5,1.2,16,4,4000,299,2014,801,4.597541159,5.483011107,16.14933712
Asus,Android,20.32,no,no,5,2,16,4,4000,320,2014,846,4.494015137,5.010368592,10.30569798
Asus,Android,17.78,no,no,5,2,32,4,3950,295,2014,731,4.357990057,4.868380247,10.48377826
Asus,Android,20.32,no,no,5,2,32,4,2865,328,2014,645,4.374624305,5.297567085,17.42201213
Asus,Android,17.78,no,no,2,0.3,32,4,2865,299,2014,766,4.151197374,4.87458645,14.84000917
Asus,Android,17.78,no,no,5,2,32,4,2865,299,2014,705,4.252202647,5.345010095,20.44537669
Asus,Android,25.43,yes,no,5,1.2,16,4,6600,595,2014,1013,5.262690189,5.991939434,12.17050428
Asus,Android,25.43,no,no,2,0.3,32,4,5000,550,2014,800,4.811126886,5.395398704,10.82907585
Asus,Android,17.78,no,no,2,0.3,16,4,3910,290,2014,679,4.073971772,4.61244367,11.67433006
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1081,4.474377896,5.772997544,22.49472026
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1013,4.700207601,5.524177225,14.91569858
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2014,956,4.242620879,6.235586505,31.96115753
Asus,Android,10.34,no,no,13,1.2,1024,4,1820,126,2014,772,5.494952658,5.555011741,1.081169326
Asus,Android,15.24,no,no,13,2,16,4,3230,196,2014,947,4.419924358,5.301362725,16.62663758
Asus,Android,15.24,no,no,13,2,16,4,3300,196,2014,665,4.567468319,5.53057922,17.41428633
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2015,583,3.75630443,4.780551045,21.42528352
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2014,794,4.253482784,4.859657354,12.47360721
Asus,Android,10.16,no,no,5,0.3,16,4,2865,115,2014,910,4.012411179,4.86591776,17.54050568
Asus,Android,10.29,yes,no,5,2,32,4,2060,150,2014,635,4.365388994,5.707176708,23.51053389
Asus,Android,10.16,no,no,8,2,32,4,1170,116,2014,824,4.284551613,5.34958066,19.90864546
Asus,Android,10.24,no,no,8,2,16,4,1500,105,2013,604,4.594210346,5.668224379,18.9479802
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2013,654,5.187720945,6.592989738,21.31459093
Asus,Android,25.43,no,no,2,1.2,32,4,5070,522,2013,754,4.59036107,5.525612289,16.92574814
Asus,Android,20.32,no,no,5,1.2,16,4,3950,350,2013,847,4.469694046,5.015092015,10.87513384
Asus,Android,17.78,yes,no,5,1.2,32,4,3950,328,2013,550,4.584252938,5.404612445,15.17887759
Asus,Android,17.78,yes,no,5,1.2,16,4,3950,290,2013,1083,4.400480313,5.442461,19.14539557
Asus,Android,15.24,no,no,8,1.2,16,4,3200,210,2013,1040,4.730392151,5.858932655,19.26187875
Asus,Android,25.43,no,no,5,1.2,32,4,3950,585,2013,549,5.275355755,5.992988385,11.97453731
Asus,Android,17.78,no,no,2,0.3,32,4,3950,302,2013,643,4.327834406,4.601664047,5.950665633
Asus,Android,17.78,no,no,5,1.2,16,4,3950,302,2013,674,4.273605886,4.859967431,12.06513322
Asus,Android,17.78,no,no,3.15,1.2,32,4,4270,340,2013,869,4.226541732,5.561335264,24.00131387
Asus,Android,12.7,yes,no,13,2,32,4,2400,141,2013,614,5.698535399,6.908245159,17.51110061
Asus,Android,25.43,no,no,5,1.2,16,4,3950,580,2013,887,4.987912407,5.431973751,8.174953789
Asus,Android,17.78,no,no,1,1.2,32,4,4270,370,2013,753,4.162781724,4.695741884,11.34986064
Asus,Android,12.75,yes,no,13,8,32,4,5000,168,2017,593,4.961094849,5.797970813,14.43394579
Others,Android,10.29,yes,no,8,0.3,16,4,1840,128,2014,710,3.925136645,4.385395952,10.49527368
Others,Android,12.7,yes,no,13,2,16,4,2520,135,2014,933,4.12341781,4.6025668,10.41047335
Others,Android,10.29,no,no,13,2,16,4,2100,119,2013,704,4.287166354,5.300564839,19.11868859
Others,Android,10.29,no,no,8,2,16,4,2000,135,2013,1011,3.930255774,5.011301739,21.57215872
BlackBerry,Android,10.29,yes,no,,8,32,4,3000,156,2018,552,4.061304708,5.802299628,30.00525708
BlackBerry,Android,15.21,yes,no,,16,64,4,4000,170,2018,629,4.693913396,5.853035466,19.80377663
BlackBerry,Android,15.21,yes,no,,16,64,4,4000,170,2018,383,4.946274535,5.709300555,13.36461468
BlackBerry,Android,10.29,yes,no,,8,64,4,3500,168,2018,471,4.107918682,6.217444073,33.9291414
BlackBerry,Android,12.83,yes,no,12,8,32,4,4000,167,2017,561,4.578518155,5.966274936,23.26002063
BlackBerry,Android,12.83,yes,no,13,8,32,4,3000,178,2017,607,4.475175389,5.301562097,15.58760782
BlackBerry,Android,10.29,yes,no,12,8,64,4,3500,180,2017,554,4.682131227,5.671982162,17.45158759
BlackBerry,Android,12.83,yes,no,21,8,32,4,3000,165,2016,560,5.008098746,5.701312761,12.15884909
BlackBerry,Android,12.75,yes,no,13,8,16,4,2610,135,2016,920,4.346269915,5.299117047,17.98124336
BlackBerry,Android,12.8,yes,no,18,2,32,4,3410,192,2015,805,4.513054897,5.601306683,19.42853423
BlackBerry,Others,12.7,yes,no,8,2,16,4,2800,170,2015,1094,4.085471984,4.385894146,6.849735812
BlackBerry,Others,7.75,yes,no,13,2,16,4,2500,178,2015,903,4.250350663,5.198773236,18.2431995
BlackBerry,Others,7.65,yes,no,8,2,64,4,2100,140,2014,617,4.214495163,6.063994489,30.49968679
BlackBerry,Others,10.29,yes,no,13,2,32,4,3450,196,2014,582,4.335982696,5.136268915,15.58108098
BlackBerry,Others,7.75,yes,no,8,2,16,4,2515,177,2014,831,3.798406279,4.781054401,20.5529584
BlackBerry,Others,12.7,no,no,5,1.1,32,4,2500,164,2014,696,3.739572568,4.495801649,16.82078392
BlackBerry,Others,10.21,yes,no,8,2,64,4,1800,140,2013,625,4.549128795,5.964966556,23.73588767
BlackBerry,Others,12.7,yes,no,8,2,16,4,2880,170,2013,574,4.085640122,4.953782716,17.524842
BlackBerry,Others,5.28,no,no,5,2,512,0.25,1450,120,2013,774,4.852264611,4.869378902,0.351467638
BlackBerry,Others,7.65,yes,no,5,2,32,4,2180,120,2013,760,3.602776755,4.234106505,14.91057793
